Compound,SMILES,InChI,logS,Temperature,logS-dataSource,HenryConstant,HenryConstant-dataSource,nIsomers
MCM:HOC3H6CO3H,O,InChI=1S/H2O/h1H2,,25.0,,106436.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOIPRCO3H,O,InChI=1S/H2O/h1H2,,25.0,,116023.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IBUTOLBO2H,O,InChI=1S/H2O/h1H2,,25.0,,5533.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IBUTOLCO2H,O,InChI=1S/H2O/h1H2,,25.0,,10500.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPRHOCO3H,O,InChI=1S/H2O/h1H2,,25.0,,2713.266666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NBUTOLAOOH,O,InChI=1S/H2O/h1H2,,25.0,,8366.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:NBUTOLBOOH,O,InChI=1S/H2O/h1H2,,25.0,,15466.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TBUTOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,5600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C3M3OHCO3H,O,InChI=1S/H2O/h1H2,,25.0,,3694.7,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C42CO3H,O,InChI=1S/H2O/h1H2,,25.0,,11403666.666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C46CO3H,O,InChI=1S/H2O/h1H2,,25.0,,196710.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4OH2CO3H,O,InChI=1S/H2O/h1H2,,25.0,,3100032.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4OHCO3H,O,InChI=1S/H2O/h1H2,,25.0,,3353.933333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C51OH2OOH,O,InChI=1S/H2O/h1H2,,25.0,,7500.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C524OOH,O,InChI=1S/H2O/h1H2,,25.0,,40950000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C52OH1OOH,O,InChI=1S/H2O/h1H2,,25.0,,7000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C52OH3OOH,O,InChI=1S/H2O/h1H2,,25.0,,7300.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C52OOH,O,InChI=1S/H2O/h1H2,,25.0,,23233.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C53OH2OOH,O,InChI=1S/H2O/h1H2,,25.0,,6950.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C54OOH,O,InChI=1S/H2O/h1H2,,25.0,,12843333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C56OOH,O,InChI=1S/H2O/h1H2,,25.0,,21443333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H13C43CO3H,O,InChI=1S/H2O/h1H2,,25.0,,6475000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M2C3CO3H,O,InChI=1S/H2O/h1H2,,25.0,,66338.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M3C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,8116.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HC4ACO3H,O,InChI=1S/H2O/h1H2,,25.0,,283610.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HC4CCO3H,O,InChI=1S/H2O/h1H2,,25.0,,280246.6666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM22C3OOH,O,InChI=1S/H2O/h1H2,,25.0,,4460.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM22CO3H,O,InChI=1S/H2O/h1H2,,25.0,,64670.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM2C43OOH,O,InChI=1S/H2O/h1H2,,25.0,,9100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM33C3OOH,O,InChI=1S/H2O/h1H2,,25.0,,7910.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO13C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,21633333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,21966.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO24C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,11259333.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO24C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,20053333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C43CO3H,O,InChI=1S/H2O/h1H2,,25.0,,101012.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,94370.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C54OOH,O,InChI=1S/H2O/h1H2,,25.0,,7913.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,23466.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2M2C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,4946.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,92005.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,6930.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOBUT2CO3H,O,InChI=1S/H2O/h1H2,,25.0,,92730.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HOIBUTCO3H,O,InChI=1S/H2O/h1H2,,25.0,,92046.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ISOPAOOH,O,InChI=1S/H2O/h1H2,,25.0,,99666.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ISOPBOOH,O,InChI=1S/H2O/h1H2,,25.0,,9762.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ISOPCOOH,O,InChI=1S/H2O/h1H2,,25.0,,114666.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ISOPDOOH,O,InChI=1S/H2O/h1H2,,25.0,,16322.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M2BU2OLOOH,O,InChI=1S/H2O/h1H2,,25.0,,5733.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M2BUOL2OOH,O,InChI=1S/H2O/h1H2,,25.0,,4586.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:M3BU2OLOOH,O,InChI=1S/H2O/h1H2,,25.0,,6990.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MBOAOOH,O,InChI=1S/H2O/h1H2,,25.0,,15168933.333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MBOBOOH,O,InChI=1S/H2O/h1H2,,25.0,,4878366.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ME2BUOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,5206.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ME3BUOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,7426.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PROL11MOOH,O,InChI=1S/H2O/h1H2,,25.0,,4686.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PROL1MCO3H,O,InChI=1S/H2O/h1H2,,25.0,,2107.733333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BZBIPER2OH,O,InChI=1S/H2O/h1H2,,25.0,,13466666.666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BZBIPEROOH,O,InChI=1S/H2O/h1H2,,25.0,,240533333.3333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C4ME2OHOOH,O,InChI=1S/H2O/h1H2,,25.0,,2993.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C518CO3H,O,InChI=1S/H2O/h1H2,,25.0,,162018.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C622OOH,O,InChI=1S/H2O/h1H2,,25.0,,10633.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C624OOH,O,InChI=1S/H2O/h1H2,,25.0,,12766.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C64OH5OOH,O,InChI=1S/H2O/h1H2,,25.0,,6470.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C65OH4OOH,O,InChI=1S/H2O/h1H2,,25.0,,6800.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C6OH5OOH,O,InChI=1S/H2O/h1H2,,25.0,,6100.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CYHXOLAOOH,O,InChI=1S/H2O/h1H2,,25.0,,47166.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H13M3C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,12766666.666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H1MC5OOH,O,InChI=1S/H2O/h1H2,,25.0,,23933.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M2C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,58706.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M3C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,83354.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2MC5OOH,O,InChI=1S/H2O/h1H2,,25.0,,21433.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3M2C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,82002.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3M3C4CO3H,O,InChI=1S/H2O/h1H2,,25.0,,57001.96666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3M3C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,3586.6666666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM22C3CO3H,O,InChI=1S/H2O/h1H2,,25.0,,55006.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM22C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,13800.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM23C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,28300.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM2C43CO3H,O,InChI=1S/H2O/h1H2,,25.0,,85036.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM33C3CO3H,O,InChI=1S/H2O/h1H2,,25.0,,56033.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HM33C4OOH,O,InChI=1S/H2O/h1H2,,25.0,,19700.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1C6OOH,O,InChI=1S/H2O/h1H2,,25.0,,16833.333333333332,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO1MC5OOH,O,InChI=1S/H2O/h1H2,,25.0,,13866.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C54CO3H,O,InChI=1S/H2O/h1H2,,25.0,,81046.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2C6OOH,O,InChI=1S/H2O/h1H2,,25.0,,13266.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2M2C5OOH,O,InChI=1S/H2O/h1H2,,25.0,,16563.333333333332,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO2MC5OOH,O,InChI=1S/H2O/h1H2,,25.0,,20803.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C5CO3H,O,InChI=1S/H2O/h1H2,,25.0,,75016.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C6OOH,O,InChI=1S/H2O/h1H2,,25.0,,17600.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO4C5CO3H,O,InChI=1S/H2O/h1H2,,25.0,,74004.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO5C5CO3H,O,InChI=1S/H2O/h1H2,,25.0,,2848.633333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO5C6OOH,O,InChI=1S/H2O/h1H2,,25.0,,5620.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PHENOH,O,InChI=1S/H2O/h1H2,,25.0,,18523333333.33333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PHENOOH,O,InChI=1S/H2O/h1H2,,25.0,,466733800000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C622CO3H,O,InChI=1S/H2O/h1H2,,25.0,,121697.66666666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C624CO3H,O,InChI=1S/H2O/h1H2,,25.0,,123080.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C720OOH,O,InChI=1S/H2O/h1H2,,25.0,,216666.66666666663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CRESOH,O,InChI=1S/H2O/h1H2,,25.0,,10590000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CRESOOH,O,InChI=1S/H2O/h1H2,,25.0,,260026166666.66663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M2C65OOH,O,InChI=1S/H2O/h1H2,,25.0,,12533.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M4C65OOH,O,InChI=1S/H2O/h1H2,,25.0,,17733.333333333332,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H2M5C65OOH,O,InChI=1S/H2O/h1H2,,25.0,,6633.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3M3C5CO3H,O,InChI=1S/H2O/h1H2,,25.0,,45349.333333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:H3M3C6OOH,O,InChI=1S/H2O/h1H2,,25.0,,13320.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C76OOH,O,InChI=1S/H2O/h1H2,,25.0,,10660.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO5C6CO3H,O,InChI=1S/H2O/h1H2,,25.0,,57670.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO6C7OOH,O,InChI=1S/H2O/h1H2,,25.0,,4563.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TLBIPER2OH,O,InChI=1S/H2O/h1H2,,25.0,,6853333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TLBIPEROOH,O,InChI=1S/H2O/h1H2,,25.0,,134533333.33333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EBENZOLOH,O,InChI=1S/H2O/h1H2,,25.0,,8386666666.666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EBENZOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,210017300000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EBZBPER2OH,O,InChI=1S/H2O/h1H2,,25.0,,6143333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:EBZBPEROOH,O,InChI=1S/H2O/h1H2,,25.0,,108066666.66666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C86OOH,O,InChI=1S/H2O/h1H2,,25.0,,8093.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO6C7CO3H,O,InChI=1S/H2O/h1H2,,25.0,,53003.03333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO7C8OOH,O,InChI=1S/H2O/h1H2,,25.0,,4070.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXYBPER2OH,O,InChI=1S/H2O/h1H2,,25.0,,3733333.3333333335,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXYBPEROOH,O,InChI=1S/H2O/h1H2,,25.0,,74233333.33333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXYOLOH,O,InChI=1S/H2O/h1H2,,25.0,,5696333333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXYOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,146688000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OXYBPER2OH,O,InChI=1S/H2O/h1H2,,25.0,,3280666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OXYBPEROOH,O,InChI=1S/H2O/h1H2,,25.0,,73900000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OXYOLOH,O,InChI=1S/H2O/h1H2,,25.0,,6720000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OXYOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,176685266666.66666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PXYBPER2OH,O,InChI=1S/H2O/h1H2,,25.0,,3282333.333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PXYBPEROOH,O,InChI=1S/H2O/h1H2,,25.0,,74036666.66666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PXYOLOH,O,InChI=1S/H2O/h1H2,,25.0,,6723200000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PXYOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,176689480000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C96OOH,O,InChI=1S/H2O/h1H2,,25.0,,9296.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO7C8CO3H,O,InChI=1S/H2O/h1H2,,25.0,,42003.2,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO8C9OOH,O,InChI=1S/H2O/h1H2,,25.0,,3313.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPBENZOLOH,O,InChI=1S/H2O/h1H2,,25.0,,8705000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPBZBPR2OH,O,InChI=1S/H2O/h1H2,,25.0,,4856666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPBZBPROOH,O,InChI=1S/H2O/h1H2,,25.0,,94283333.33333331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPBZOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,196684200000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METLBPR2OH,O,InChI=1S/H2O/h1H2,,25.0,,4326666.666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METLBPROOH,O,InChI=1S/H2O/h1H2,,25.0,,57163333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METOLOH,O,InChI=1S/H2O/h1H2,,25.0,,4351700000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:METOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,116675000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OETLBPR2OH,O,InChI=1S/H2O/h1H2,,25.0,,2830000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OETLBPROOH,O,InChI=1S/H2O/h1H2,,25.0,,57080000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OETOLOH,O,InChI=1S/H2O/h1H2,,25.0,,5862000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OETOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,146678500000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBENZOLOH,O,InChI=1S/H2O/h1H2,,25.0,,7035333333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBENZOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,186679326666.66663,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBZBPER2OH,O,InChI=1S/H2O/h1H2,,25.0,,4400000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PBZBPEROOH,O,InChI=1S/H2O/h1H2,,25.0,,94666666.66666669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PETLBPR2OH,O,InChI=1S/H2O/h1H2,,25.0,,2680000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PETLBPROOH,O,InChI=1S/H2O/h1H2,,25.0,,57303333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PETOLOH,O,InChI=1S/H2O/h1H2,,25.0,,5695533333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PETOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,146678886666.66666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM123BP2OH,O,InChI=1S/H2O/h1H2,,25.0,,1653333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM123BPOOH,O,InChI=1S/H2O/h1H2,,25.0,,40343333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM123OLOH,O,InChI=1S/H2O/h1H2,,25.0,,4697600000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM123OLOOH,O,InChI=1S/H2O/h1H2,,25.0,,120012677666.66669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM124BP2OH,O,InChI=1S/H2O/h1H2,,25.0,,1660000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM124BPOOH,O,InChI=1S/H2O/h1H2,,25.0,,40313333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM124OLOH,O,InChI=1S/H2O/h1H2,,25.0,,4707000000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM124OLOOH,O,InChI=1S/H2O/h1H2,,25.0,,120018066666.66669,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM135BP2OH,O,InChI=1S/H2O/h1H2,,25.0,,2360000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM135BPOOH,O,InChI=1S/H2O/h1H2,,25.0,,47243333.333333336,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM135OLOH,O,InChI=1S/H2O/h1H2,,25.0,,3685366666.6666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:TM135OLOOH,O,InChI=1S/H2O/h1H2,,25.0,,96673883333.33331,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:APINAOOH,O,InChI=1S/H2O/h1H2,,25.0,,25000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:APINBOOH,O,InChI=1S/H2O/h1H2,,25.0,,26000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:APINCOOH,O,InChI=1S/H2O/h1H2,,25.0,,81666.66666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BPINAOOH,O,InChI=1S/H2O/h1H2,,25.0,,15833.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BPINBOOH,O,InChI=1S/H2O/h1H2,,25.0,,16000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BPINCOOH,O,InChI=1S/H2O/h1H2,,25.0,,205333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:C918CO3H,O,InChI=1S/H2O/h1H2,,25.0,,7369.333333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMEBPR2OH,O,InChI=1S/H2O/h1H2,,25.0,,1880000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMEBPROOH,O,InChI=1S/H2O/h1H2,,25.0,,40346666.66666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMEPHOLOH,O,InChI=1S/H2O/h1H2,,25.0,,2979163333.333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DMEPHOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,76671440000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C106OOH,O,InChI=1S/H2O/h1H2,,25.0,,7866.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO8C9CO3H,O,InChI=1S/H2O/h1H2,,25.0,,35335.76666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LIMAOOH,O,InChI=1S/H2O/h1H2,,25.0,,26033.33333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LIMBOOH,O,InChI=1S/H2O/h1H2,,25.0,,31000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:LIMCOOH,O,InChI=1S/H2O/h1H2,,25.0,,22500.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DEMPHOLOH,O,InChI=1S/H2O/h1H2,,25.0,,2674380000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DEMPHOLOOH,O,InChI=1S/H2O/h1H2,,25.0,,70003713333.33333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DETLBPR2OH,O,InChI=1S/H2O/h1H2,,25.0,,1740000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:DETLBPROOH,O,InChI=1S/H2O/h1H2,,25.0,,33840000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C116OOH,O,InChI=1S/H2O/h1H2,,25.0,,6316.666666666667,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:HO3C126OOH,O,InChI=1S/H2O/h1H2,,25.0,,5090.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCAOOH,O,InChI=1S/H2O/h1H2,,25.0,,47866.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCBOOH,O,InChI=1S/H2O/h1H2,,25.0,,37666.66666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:BCCOOH,O,InChI=1S/H2O/h1H2,,25.0,,40000.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:CATEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,25216.666666666668,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MCATEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,15940.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:ECATEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,13786.666666666666,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MXCTEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,2777200.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OCATEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,11033.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PCATEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,11052.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:STYRENOOH,O,InChI=1S/H2O/h1H2,,25.0,,1088333.3333333333,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:IPCATC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,13060.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:MTCTEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,2174586.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:OTCTEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,8260.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PRCATC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,11063.333333333334,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:PTCTEC1OOH,O,InChI=1S/H2O/h1H2,,25.0,,8215.0,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:T123CT1OOH,O,InChI=1S/H2O/h1H2,,25.0,,2439666.6666666665,https://doi.org/10.5194/acp-23-10901-2023,1
MCM:T124CT1OOH,O,InChI=1S/H2O/h1H2,,25.0,,906733.3333333334,https://doi.org/10.5194/acp-23-10901-2023,1
